10,10,10,10,10,10,10,10,10,10,10,10,10,8,1
10,10,10,10,10,10,10,10,10,10,10,9,9,7,0
10,10,10,10,10,10,10,10,10,10,9,8,5,3,0
10,10,10,10,10,10,10,10,10,10,10,10,4,0,0
10,10,10,10,10,10,10,10,10,10,10,10,2,2,0
10,10,10,10,10,10,10,10,10,10,7,7,2,2,0
10,10,10,10,10,10,10,10,10,9,9,6,0,1,0
10,10,10,10,10,10,10,10,9,10,6,4,0,0,0
10,10,10,10,10,10,10,10,10,7,5,4,0,0,0
10,10,10,10,10,10,10,10,10,7,2,0,0,0,0
10,10,10,10,10,10,10,10,8,7,2,0,0,0,0
10,10,10,10,10,10,9,10,7,5,1,1,0,0,0
10,10,10,10,10,10,10,9,9,1,0,1,0,0,0
10,10,10,10,10,10,10,7,4,2,0,0,0,0,0
10,10,10,10,10,10,9,7,3,3,0,0,0,0,0
10,10,10,10,10,10,8,6,2,0,0,0,0,0,0
10,10,10,10,10,10,8,5,3,0,0,0,0,0,0
10,10,10,10,10,10,7,2,1,0,0,0,0,0,0
10,10,10,10,10,9,6,1,0,0,0,0,0,0,0
10,10,10,10,10,7,3,0,0,0,0,0,0,0,0
10,10,10,10,10,5,0,0,0,0,0,0,0,0,0
10,10,10,10,7,7,0,0,0,0,0,0,0,0,0
10,10,10,9,3,1,1,0,0,0,0,0,0,0,0
10,10,10,9,7,0,0,0,0,0,0,0,0,0,0
10,10,10,9,2,1,0,0,0,0,0,0,0,0,0
10,10,10,6,2,0,0,0,0,0,0,0,0,0,0
10,10,10,7,1,0,0,0,0,0,0,0,0,0,0
10,10,6,1,0,0,0,0,0,0,0,0,0,0,0
10,9,6,0,0,0,0,0,0,0,0,0,0,0,0
10,9,2,0,0,0,0,0,0,0,0,0,0,0,0
10,8,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
